Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,FirstName_y,LastName_y,Row Excel,Row Editor,YearsPro,Age,TeamIndex,ContractStatus,TraitDevelopment,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,DTSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
1737,LOLB,David,Ugwoegbu,David Ugwoegbu,ARI,True,0,0,348,0,1,4,7,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,16,1,,,,,,,,,David,Ugwoegbu,3407.0,3405.0,1.0,24.0,6.0,Signed,Normal,69.0,0.0,0.0,ARI,tier_6,0.0,0.0,0.0,0.0,22.988505747126435,0.0,0.0,0.0,ARI,-8
1739,CB,Garrett,Williams,Garrett Williams,ARI,True,0,19,920,0,19,22,30,0,2,22,19,0,1,0,0,13,0,6,0,0,0,0,14,8,,,,,,,,,Garrett,Williams,3044.0,3042.0,2.0,24.0,6.0,Signed,Normal,75.0,0.0,0.0,ARI,tier_4,0.0,0.0,1.0869565217391304,14.130434782608695,53.26086956521739,14.130434782608695,2.391304347826087,0.6428571428571429,ARI,1
1740,MLB,Owen,Pappoe,Owen Pappoe,ARI,True,15,0,423,1,10,5,16,1,2,1,0,0,0,0,0,0,0,6,1,1,0,0,16,4,,,,,,,,,Owen,Pappoe,2167.0,2165.0,2.0,24.0,6.0,Signed,Normal,67.0,0.0,0.0,ARI,tier_6,2.3640661938534278,2.3640661938534278,4.7281323877068555,2.3640661938534278,61.46572104018912,0.0,0.2364066193853428,0.0625,ARI,2
1741,DT,Harrison,Phillips,Harrison Phillips,JAX,True,17,0,655,1,15,24,34,0,2,0,0,0,0,0,0,2,0,16,13,1,5,0,14,2,,,,,,,,,Harrison,Phillips,2230.0,2228.0,7.0,29.0,16.0,Signed,Star,73.0,0.0,0.0,JAX,tier_5,33.20610687022901,36.641221374045806,3.0534351145038165,30.534351145038165,74.80916030534351,3.0534351145038165,0.0,-0.14285714285714285,JAX,2
1744,CB,Steven,Nelson,Steven Nelson,GB,True,0,0,659,0,16,22,26,0,2,15,0,0,0,0,0,11,0,19,0,0,0,0,15,3,,,,,,,,,Steven,Nelson,2059.0,2057.0,10.0,32.0,19.0,Signed,Star,77.0,0.0,0.0,GB,tier_4,0.0,0.0,0.0,16.691957511380878,63.7329286798179,16.691957511380878,2.2761760242792106,0.26666666666666666,GB,2
1745,MLB,Jamon,Dumas-Johnson,Jamon Dumas-Johnson,GB,True,0,0,884,0,21,43,58,1,2,34,0,0,0,0,0,3,0,19,0,0,0,0,15,6,,,,,,,,,Jamon,Dumas-Johnson,3253.0,3251.0,1.0,23.0,19.0,Signed,Normal,71.0,0.0,0.0,GB,tier_5,0.0,0.0,0.0,3.3936651583710407,89.36651583710407,3.3936651583710407,3.8461538461538463,2.066666666666667,GB,-3
1747,LE,Myles,Murphy,Myles Murphy,CIN,True,30,0,716,1,15,20,36,0,2,0,0,1,0,0,0,1,0,1,21,1,8,0,15,4,,,,,,,,,Myles,Murphy,2026.0,2024.0,2.0,23.0,1.0,Signed,Normal,71.0,0.0,0.0,CIN,tier_5,48.88268156424581,53.910614525139664,4.189944134078212,41.89944134078212,71.2290502793296,1.3966480446927374,0.0,-0.06666666666666667,CIN,10
1749,DT,Jalen,Carter,Jalen Carter,PHI,True,50,0,508,2,12,21,28,0,2,0,0,0,0,0,0,1,0,12,6,2,4,0,11,11,,,,,,,,,Jalen,Carter,462.0,460.0,2.0,24.0,12.0,Signed,XFactor,90.0,0.0,0.0,PHI,tier_1,25.590551181102363,29.133858267716537,7.874015748031496,21.653543307086615,78.74015748031496,1.968503937007874,0.0,-0.09090909090909091,PHI,-2
1750,RE,Cedric,Johnson,Cedric Johnson,DET,True,28,0,746,2,24,32,43,0,2,0,0,0,0,0,0,1,0,18,15,2,9,0,15,12,,,,,,,,,Cedric,Johnson,3397.0,3395.0,1.0,24.0,18.0,Signed,Normal,74.0,0.0,0.0,DET,tier_5,41.21983914209115,46.64879356568364,5.361930294906166,33.51206434316354,89.81233243967829,1.3404825737265416,0.0,-0.06666666666666667,DET,6
1752,CB,Taron,Johnson,Taron Johnson,LV,True,0,25,1001,0,18,39,52,0,2,44,16,0,3,0,0,12,0,22,0,0,0,0,15,15,,,,,,,,,Taron,Johnson,1495.0,1493.0,7.0,29.0,22.0,Signed,Normal,82.0,0.0,0.0,LV,tier_3,0.0,0.0,2.997002997002997,11.988011988011989,69.93006993006993,11.988011988011989,4.395604395604396,2.1333333333333333,LV,-4
1753,SS,Christopher,Smith II,Christopher Smith II,LV,True,11,8,807,1,15,35,51,0,2,34,8,0,1,0,0,20,0,22,0,1,0,0,15,2,,,,,,,,,Christopher,Smith II,2578.0,2576.0,2.0,25.0,22.0,Signed,Normal,70.0,0.0,0.0,LV,tier_5,0.0,0.0,3.717472118959108,24.783147459727388,81.78438661710037,24.783147459727388,4.2131350681536555,0.9333333333333333,LV,9
1754,LE,T.J.,Watt,T.J. Watt,PIT,True,0,0,708,0,16,0,38,1,2,0,0,0,0,0,0,0,0,28,27,1,13,0,16,16,,,,,,,,,T.J.,Watt,2976.0,2974.0,8.0,30.0,28.0,Signed,XFactor,95.0,0.0,0.0,PIT,tier_0,70.2683615819209,78.5310734463277,1.4124293785310735,56.497175141242934,76.27118644067797,0.0,0.0,0.0,PIT,-1
1756,LE,Josh,Uche,Josh Uche,NE,True,0,0,589,0,6,8,14,1,2,0,0,0,0,0,0,0,0,21,4,0,1,0,15,3,,,,,,,,,Josh,Uche,2877.0,2875.0,5.0,26.0,21.0,Signed,Normal,70.0,0.0,0.0,NE,tier_5,9.762308998302208,10.526315789473683,0.0,8.488964346349746,33.955857385398986,0.0,0.0,0.0,NE,-7
1760,CB,Jeremy,Chinn,Jeremy Chinn,CAR,True,0,27,702,0,14,24,34,1,2,20,21,0,2,0,0,7,0,20,0,0,0,0,11,9,,,,,,,,,Jeremy,Chinn,496.0,494.0,5.0,27.0,20.0,Signed,Star,75.0,0.0,0.0,CAR,tier_4,0.0,0.0,2.849002849002849,9.971509971509972,68.37606837606839,9.971509971509972,2.849002849002849,1.1818181818181819,CAR,0
1761,RE,Micheal,Clemons,Micheal Clemons,NYJ,True,0,0,373,0,13,7,12,1,2,0,0,0,0,0,0,1,0,17,3,0,4,0,13,1,,,,,,,,,Micheal,Clemons,519.0,517.0,3.0,28.0,17.0,Signed,Normal,65.0,0.0,0.0,NYJ,tier_6,26.80965147453083,31.635388739946382,0.0,21.447721179624665,67.02412868632707,2.680965147453083,0.0,-0.07692307692307693,NYJ,1
1762,LE,John,Franklin-Myers,John Franklin-Myers,NYJ,True,16,0,566,2,26,23,25,0,2,0,0,1,0,0,0,1,0,17,7,2,9,1,11,7,,,,,,,,,John,Franklin-Myers,931.0,929.0,7.0,28.0,17.0,Signed,Star,76.0,0.0,0.0,NYJ,tier_4,40.19434628975265,47.349823321554766,10.60070671378092,30.035335689045933,90.10600706713781,1.7667844522968197,0.0,-0.09090909090909091,NYJ,10
1763,CB,Rasul,Douglas,Rasul Douglas,BUF,True,0,107,972,0,18,42,52,0,2,34,18,0,8,0,0,18,0,2,0,0,0,0,16,16,,,,,,,,,Rasul,Douglas,737.0,735.0,8.0,30.0,2.0,Signed,Star,84.0,0.0,0.0,BUF,tier_3,0.0,0.0,8.23045267489712,18.51851851851852,72.0164609053498,18.51851851851852,3.4979423868312756,1.0,BUF,8
1764,LOLB,Dorian,Williams,Dorian Williams,BUF,True,0,0,327,0,6,6,12,1,2,4,0,0,0,0,0,4,0,2,0,0,0,0,13,5,,,,,,,,,Dorian,Williams,3043.0,3041.0,2.0,24.0,2.0,Signed,Normal,60.0,0.0,0.0,BUF,tier_6,0.0,0.0,0.0,12.232415902140673,55.04587155963303,12.232415902140673,1.2232415902140672,0.0,BUF,3
1765,CB,Christian,Benford,Christian Benford,BUF,True,0,0,445,0,9,6,11,1,2,9,0,0,0,0,0,6,0,2,1,0,0,0,16,0,,,,,,,,,Christian,Benford,201.0,199.0,3.0,24.0,2.0,Signed,Normal,71.0,0.0,0.0,BUF,tier_5,2.247191011235955,2.247191011235955,0.0,15.730337078651687,44.9438202247191,13.483146067415731,2.0224719101123596,0.1875,BUF,1
1766,CB,Kaiir,Elam,Kaiir Elam,BUF,True,0,0,347,0,3,7,11,0,2,1,0,0,0,0,0,4,0,2,0,0,0,0,16,0,,,,,,,,,Kaiir,Elam,803.0,801.0,3.0,24.0,2.0,Signed,Normal,72.0,0.0,0.0,BUF,tier_5,0.0,0.0,0.0,11.527377521613833,40.345821325648416,11.527377521613833,0.2881844380403458,-0.1875,BUF,1
1767,LE,Greg,Rousseau,Greg Rousseau,BUF,True,0,0,694,0,14,32,35,0,2,1,0,1,0,0,0,1,0,2,15,0,6,0,15,15,,,,,,,,,Greg,Rousseau,2426.0,2424.0,4.0,25.0,2.0,Signed,Star,90.0,0.0,0.0,BUF,tier_1,36.74351585014409,40.63400576368877,1.440922190201729,31.70028818443804,70.60518731988473,1.440922190201729,0.1440922190201729,0.0,BUF,-2
1768,ROLB,Matt,Milano,Matt Milano,BUF,True,9,0,883,1,35,62,87,0,2,43,0,0,0,0,0,2,0,2,0,2,1,0,12,12,,,,,,,,,Matt,Milano,1929.0,1927.0,8.0,31.0,2.0,Signed,Star,77.0,0.0,0.0,BUF,tier_4,1.9818799546998866,2.491506228765572,3.3975084937712343,3.3975084937712343,138.16534541336353,2.2650056625141564,4.8697621744054365,3.4166666666666665,BUF,2
1769,SS,Harrison,Smith,Harrison Smith,BUF,True,10,25,1185,1,27,42,49,0,2,27,14,0,3,0,0,19,0,2,0,1,1,0,16,16,,,,,,,,,Harrison,Smith,2594.0,2592.0,13.0,36.0,2.0,Signed,Star,80.0,0.0,0.0,BUF,tier_3,1.4767932489451476,1.8565400843881856,4.219409282700422,16.877637130801688,64.13502109704642,16.033755274261605,2.278481012658228,0.5,BUF,4
1770,CB,Ambry,Thomas,Ambry Thomas,GB,True,0,0,860,0,10,24,43,1,2,27,0,0,0,0,0,3,0,19,0,0,0,0,13,5,,,,,,,,,Ambry,Thomas,2769.0,2767.0,4.0,25.0,19.0,Signed,Normal,77.0,0.0,0.0,GB,tier_4,0.0,0.0,0.0,3.488372093023256,61.627906976744185,3.488372093023256,3.1395348837209305,1.8461538461538463,GB,-5
1771,DT,Jayson,Jones,Jayson Jones,GB,True,0,0,311,0,7,11,20,1,2,0,0,0,0,0,0,0,0,19,9,0,1,0,12,0,,,,,,,,,Jayson,Jones,992.0,990.0,0.0,23.0,19.0,Signed,Normal,66.0,0.0,0.0,GB,tier_6,34.56591639871383,36.0128617363344,0.0,32.15434083601286,86.81672025723473,0.0,0.0,0.0,GB,0
1774,LOLB,Trey,Moore,Trey Moore,GB,True,0,0,719,0,25,35,52,0,2,21,0,0,0,0,0,0,0,19,1,0,0,0,16,12,,,,,,,,,Trey,Moore,431.0,429.0,0.0,23.0,19.0,Signed,Normal,67.0,0.0,0.0,GB,tier_6,1.3908205841446453,1.3908205841446453,0.0,1.3908205841446453,107.09318497913769,0.0,2.920723226703755,1.3125,GB,-4
1775,CB,Cobee,Bryant,Cobee Bryant,GB,True,0,0,800,0,21,30,46,0,2,33,0,0,0,0,0,7,0,19,1,0,0,0,12,12,,,,,,,,,Cobee,Bryant,322.0,320.0,0.0,22.0,19.0,Signed,Normal,78.0,0.0,0.0,GB,tier_4,1.25,1.25,0.0,10.0,83.75,8.75,4.125,2.1666666666666665,GB,-5
1776,SS,Jaylon,Carlies,Jaylon Carlies,GB,True,0,0,396,0,7,7,12,1,2,2,0,0,0,0,0,3,0,19,0,0,0,0,15,3,,,,,,,,,Jaylon,Carlies,3585.0,3583.0,1.0,24.0,19.0,Signed,Normal,66.0,0.0,0.0,GB,tier_6,0.0,0.0,0.0,7.575757575757576,47.97979797979798,7.575757575757576,0.5050505050505051,-0.06666666666666667,GB,-4
1777,FS,Bryan,Addison,Bryan Addison,GB,True,0,0,452,0,6,10,16,0,2,6,0,0,0,0,0,2,0,19,0,0,0,0,16,4,,,,,,,,,Bryan,Addison,3461.0,3459.0,1.0,25.0,19.0,Signed,Normal,66.0,0.0,0.0,GB,tier_6,0.0,0.0,0.0,4.424778761061947,48.67256637168141,4.424778761061947,1.3274336283185841,0.25,GB,-5
1778,SS,Brandon,Jones,Brandon Jones,GB,True,0,0,896,0,26,40,46,0,2,20,0,0,0,0,0,9,0,19,1,0,0,0,12,12,,,,,,,,,Brandon,Jones,1516.0,1514.0,5.0,27.0,19.0,Signed,Star,81.0,0.0,0.0,GB,tier_3,1.1160714285714286,1.1160714285714286,0.0,11.160714285714286,80.35714285714286,10.044642857142858,2.232142857142857,0.9166666666666666,GB,0
1781,LE,Sundiata,Anderson,Sundiata Anderson,GB,True,9,0,389,1,6,9,15,0,2,2,0,0,0,0,0,0,0,19,5,1,2,0,16,7,,,,,,,,,Sundiata,Anderson,3566.0,3564.0,1.0,25.0,19.0,Signed,Normal,71.0,0.0,0.0,GB,tier_5,21.850899742930594,24.164524421593832,5.141388174807197,17.994858611825194,53.984575835475574,0.0,0.5141388174807198,0.125,GB,4
1782,DT,Thor,Griffith,Thor Griffith,GB,True,0,0,389,0,2,8,16,0,2,0,0,0,0,0,0,0,0,19,3,0,1,0,16,3,,,,,,,,,Thor,Griffith,3383.0,3381.0,1.0,24.0,19.0,Signed,Normal,68.0,0.0,0.0,GB,tier_6,12.210796915167094,13.367609254498715,0.0,10.282776349614394,46.27249357326478,0.0,0.0,0.0,GB,-4
1783,ROLB,Nick,Jackson,Nick Jackson,GB,True,0,0,544,0,13,18,24,0,2,9,0,0,0,0,0,1,0,19,2,0,0,0,16,7,,,,,,,,,Nick,Jackson,3378.0,3376.0,1.0,25.0,19.0,Signed,Normal,68.0,0.0,0.0,GB,tier_6,3.676470588235294,3.676470588235294,0.0,5.514705882352941,68.01470588235294,1.838235294117647,1.6544117647058825,0.5,GB,-1
1784,FS,Cole,Bishop,Cole Bishop,GB,True,0,0,856,0,30,26,41,0,2,17,0,0,0,0,0,0,0,19,0,0,0,0,13,13,,,,,,,,,Cole,Bishop,3249.0,3247.0,1.0,22.0,19.0,Signed,Normal,72.0,0.0,0.0,GB,tier_5,0.0,0.0,0.0,0.0,82.94392523364486,0.0,1.9859813084112148,1.3076923076923077,GB,-2
1788,SS,Jalan,Catalon,Jalan Catalon,NYJ,True,23,19,1311,1,36,29,55,0,2,39,19,0,2,0,0,7,0,17,1,1,1,0,16,16,,,,,,,,,Jalan,Catalon,3484.0,3482.0,1.0,24.0,17.0,Signed,Star,73.0,0.0,0.0,NYJ,tier_5,2.097635392829901,2.440884820747521,3.051106025934401,6.864988558352402,69.41266209000763,5.339435545385203,2.9748283752860414,2.0,NYJ,-1
1790,DT,DeWayne,Carter,DeWayne Carter,NYJ,True,9,0,326,1,7,6,14,1,2,0,0,0,0,0,0,0,0,17,7,1,3,0,16,1,,,,,,,,,DeWayne,Carter,3406.0,3404.0,1.0,24.0,17.0,Signed,Normal,65.0,0.0,0.0,NYJ,tier_6,37.576687116564415,41.717791411042946,6.134969325153374,30.67484662576687,64.41717791411043,0.0,0.0,0.0,NYJ,10
1791,CB,Kamari,Lassiter,Kamari Lassiter,NYJ,True,0,58,815,0,23,26,40,0,2,15,19,0,4,0,0,9,0,17,1,0,0,0,16,1,,,,,,,,,Kamari,Lassiter,3285.0,3283.0,1.0,22.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,1.2269938650306749,1.2269938650306749,4.9079754601226995,12.269938650306749,77.30061349693251,11.042944785276074,1.8404907975460123,0.375,NYJ,4
1792,LE,Bryce,Huff,Bryce Huff,NYJ,True,0,0,586,0,15,24,33,0,2,0,0,0,0,0,0,0,0,17,11,1,10,0,12,12,,,,,,,,,Bryce,Huff,1332.0,1330.0,5.0,27.0,17.0,Signed,Star,86.0,0.0,0.0,NYJ,tier_2,48.634812286689424,56.31399317406143,1.7064846416382253,35.83617747440273,81.91126279863481,0.0,0.0,0.0,NYJ,2
1793,LOLB,Nicholas,Morrow,Nicholas Morrow,CIN,True,19,4,1009,1,34,48,74,1,2,34,4,0,1,0,0,11,0,1,2,1,1,0,16,16,,,,,,,,,Nicholas,Morrow,1999.0,1997.0,8.0,30.0,1.0,Signed,Star,79.0,0.0,0.0,CIN,tier_4,3.7165510406342914,4.162537165510407,2.973240832507433,13.875123885034688,107.0366699702676,10.901883052527255,3.3696729435084243,1.4375,CIN,6
1794,LOLB,Zaire,Barnes,Zaire Barnes,NYJ,True,0,0,389,0,0,2,2,0,2,0,0,0,0,0,0,0,0,17,0,0,0,0,16,1,,,,,,,,,Zaire,Barnes,154.0,152.0,2.0,25.0,17.0,Signed,Normal,63.0,0.0,0.0,NYJ,tier_6,0.0,0.0,0.0,0.0,5.141388174807197,0.0,0.0,0.0,NYJ,-8
1795,DT,Kris,Jenkins,Kris Jenkins,KC,True,0,0,552,0,12,11,18,0,2,0,0,0,0,0,0,0,0,8,4,0,2,0,16,5,,,,,,,,,Kris,Jenkins,3226.0,3224.0,1.0,23.0,8.0,Signed,Normal,72.0,0.0,0.0,KC,tier_5,13.58695652173913,15.217391304347826,0.0,10.869565217391305,54.34782608695652,0.0,0.0,0.0,KC,-4
1796,CB,Jarrick,Bernard-Converse,Jarrick Bernard-Converse,NYJ,True,0,0,435,0,8,9,14,1,2,10,0,0,0,0,0,3,0,17,0,0,0,0,16,1,,,,,,,,,Jarrick,Bernard-Converse,213.0,211.0,2.0,25.0,17.0,Signed,Normal,65.0,0.0,0.0,NYJ,tier_6,0.0,0.0,0.0,6.896551724137931,50.57471264367816,6.896551724137931,2.2988505747126435,0.4375,NYJ,-2
1797,RE,Will,McDonald IV,Will McDonald IV,NYJ,True,17,0,412,1,3,8,10,1,2,0,0,0,0,0,0,0,0,17,3,2,1,1,16,1,,,,,,,,,Will,McDonald IV,1864.0,1862.0,2.0,26.0,17.0,Signed,Normal,73.0,0.0,0.0,NYJ,tier_5,11.529126213592233,12.621359223300972,9.70873786407767,9.70873786407767,31.553398058252426,0.0,0.0,0.0,NYJ,5
1798,FS,Tony,Adams,Tony Adams,NYJ,True,0,0,1132,0,24,31,54,0,2,23,0,0,0,0,0,15,0,17,0,0,0,0,16,16,,,,,,,,,Tony,Adams,16.0,14.0,3.0,26.0,17.0,Signed,Normal,72.0,0.0,0.0,NYJ,tier_5,0.0,0.0,0.0,13.250883392226148,68.90459363957598,13.250883392226148,2.0318021201413425,0.5,NYJ,5
1799,CB,Sauce,Gardner,Sauce Gardner,NYJ,True,0,33,1075,0,16,28,36,0,2,27,15,0,4,0,0,20,0,17,0,0,0,0,16,16,,,,,,,,,Sauce,Gardner,972.0,970.0,3.0,25.0,17.0,Signed,XFactor,99.0,0.0,0.0,NYJ,tier_0,0.0,0.0,3.72093023255814,18.6046511627907,48.372093023255815,18.6046511627907,2.511627906976744,0.4375,NYJ,0
1800,RE,Jermaine,Johnson II,Jermaine Johnson II,NYJ,True,23,0,729,1,18,16,25,1,2,0,0,1,0,0,0,1,0,17,5,1,4,1,16,12,,,,,,,,,Jermaine,Johnson II,1451.0,1449.0,3.0,26.0,17.0,Signed,Star,77.0,0.0,0.0,NYJ,tier_4,16.46090534979424,18.930041152263378,5.486968449931412,13.717421124828531,58.98491083676269,1.371742112482853,0.0,-0.0625,NYJ,-2
1801,ROLB,Quincy,Williams,Quincy Williams,NYJ,True,15,24,1247,1,40,67,88,1,2,59,8,0,4,0,0,6,0,17,1,1,1,0,16,16,,,,,,,,,Quincy,Williams,3067.0,3065.0,6.0,29.0,17.0,Signed,Star,83.0,0.0,0.0,NYJ,tier_3,2.2052927024859663,2.566158781074579,4.811547714514836,6.415396952686447,102.64635124298316,4.811547714514836,4.731355252606255,3.3125,NYJ,2
1802,DT,Quinnen,Williams,Quinnen Williams,NYJ,True,0,0,759,0,19,26,27,1,2,0,0,0,0,0,0,1,0,17,11,0,7,0,16,16,,,,,,,,,Quinnen,Williams,3068.0,3066.0,6.0,27.0,17.0,Signed,XFactor,96.0,0.0,0.0,NYJ,tier_0,30.632411067193676,34.78260869565217,0.0,25.032938076416336,60.60606060606061,1.3175230566534915,0.0,-0.0625,NYJ,-7
1803,CB,D.J.,Reed Jr,D.J. Reed Jr,NYJ,True,0,32,1068,0,16,35,45,0,2,36,16,0,3,0,0,14,0,17,0,0,0,0,16,16,,,,,,,,,D.J.,Reed Jr,2334.0,2332.0,7.0,28.0,17.0,Signed,Normal,86.0,0.0,0.0,NYJ,tier_2,0.0,0.0,2.8089887640449436,13.108614232209739,57.11610486891386,13.108614232209739,3.3707865168539324,1.375,NYJ,0
1804,MLB,C.J.,Mosley,C.J. Mosley,NYJ,True,23,0,914,1,49,57,75,0,2,27,0,0,0,0,0,8,0,17,1,1,3,0,16,16,,,,,,,,,C.J.,Mosley,2006.0,2004.0,11.0,33.0,17.0,Signed,Star,83.0,0.0,0.0,NYJ,tier_3,6.838074398249453,8.315098468271335,2.1881838074398248,13.129102844638949,135.66739606126916,8.752735229759299,2.954048140043764,1.1875,NYJ,9
1805,SS,Mike,Edwards,Mike Edwards,CIN,True,0,0,1160,0,30,41,60,0,2,27,0,0,0,0,0,11,0,1,0,0,0,0,16,16,,,,,,,,,Mike,Edwards,789.0,787.0,6.0,29.0,1.0,Signed,Superstar,83.0,0.0,0.0,CIN,tier_3,0.0,0.0,0.0,9.482758620689655,77.58620689655173,9.482758620689655,2.327586206896552,1.0,CIN,-4
1807,CB,Fentrell,Cypress II,Fentrell Cypress II,BAL,True,0,14,584,0,8,22,29,0,2,12,14,0,1,0,0,8,0,24,2,0,0,0,16,4,,,,,,,,,Fentrell,Cypress II,449.0,447.0,0.0,24.0,24.0,Signed,Star,75.0,0.0,0.0,BAL,tier_4,3.4246575342465753,3.4246575342465753,1.7123287671232876,17.123287671232877,63.35616438356165,13.698630136986301,2.054794520547945,0.25,BAL,1
1808,ROLB,Matthew,Salopek,Matthew Salopek,BAL,True,0,0,459,0,9,12,27,0,2,6,0,0,0,0,0,0,0,24,2,0,0,0,16,16,,,,,,,,,Matthew,Salopek,2475.0,2473.0,0.0,23.0,24.0,Signed,Normal,76.0,0.0,0.0,BAL,tier_4,4.357298474945535,4.357298474945535,0.0,4.357298474945535,78.43137254901961,0.0,1.3071895424836601,0.375,BAL,-6
1809,LOLB,Max,Tooley,Max Tooley,BAL,True,0,0,339,0,6,3,7,0,2,0,0,0,0,0,0,0,1,24,0,0,0,0,16,2,,,,,,,,,Max,Tooley,3544.0,3542.0,1.0,24.0,24.0,Signed,Normal,67.0,0.0,0.0,BAL,tier_6,0.0,0.0,2.949852507374631,0.0,38.3480825958702,0.0,0.0,0.0,BAL,-3
1810,LE,Joe,Tryon-Shoyinka,Joe Tryon-Shoyinka,BAL,True,0,0,445,0,9,13,21,0,2,0,0,0,0,0,0,0,0,24,9,0,5,0,10,10,,,,,,,,,Joe,Tryon-Shoyinka,2849.0,2847.0,4.0,26.0,24.0,Signed,Star,81.0,0.0,0.0,BAL,tier_3,39.8876404494382,44.9438202247191,0.0,31.460674157303373,67.41573033707866,0.0,0.0,0.0,BAL,-1
1811,CB,Tre,Brown,Tre Brown,GB,True,0,32,743,0,19,17,30,0,2,21,14,0,3,1,0,5,0,19,0,0,0,0,12,12,,,,,,,,,Tre,Brown,365.0,363.0,4.0,27.0,19.0,Signed,Normal,82.0,0.0,0.0,GB,tier_3,0.0,0.0,5.383580080753701,6.7294751009421265,65.94885598923284,6.7294751009421265,2.826379542395693,1.3333333333333333,GB,1
1812,CB,Carrington,Valentine,Carrington Valentine,GB,True,0,0,385,0,5,8,10,0,2,4,0,0,0,0,0,7,0,19,0,0,0,0,14,1,,,,,,,,,Carrington,Valentine,2885.0,2883.0,2.0,23.0,19.0,Signed,Normal,73.0,0.0,0.0,GB,tier_5,0.0,0.0,0.0,18.18181818181818,38.96103896103896,18.18181818181818,1.0389610389610389,-0.21428571428571427,GB,4
1813,LE,Lukas,Van Ness,Lukas Van Ness,GB,True,13,0,428,1,9,14,20,0,2,2,0,0,0,0,0,0,0,19,5,1,4,1,10,10,,,,,,,,,Lukas,Van Ness,2889.0,2887.0,2.0,24.0,19.0,Signed,Star,80.0,0.0,0.0,GB,tier_3,28.037383177570092,32.24299065420561,7.009345794392523,21.02803738317757,67.75700934579439,0.0,0.46728971962616817,0.2,GB,5
1814,LOLB,Quay,Walker,Quay Walker,GB,True,16,0,782,1,26,29,48,0,2,18,0,0,0,0,0,1,0,19,6,2,4,0,13,13,,,,,,,,,Quay,Walker,2930.0,2928.0,3.0,25.0,19.0,Signed,Star,81.0,0.0,0.0,GB,tier_3,16.624040920716116,18.925831202046037,3.8363171355498724,14.066496163682864,94.62915601023019,1.278772378516624,2.3017902813299234,1.3076923076923077,GB,5
1816,LE,Rashan,Gary,Rashan Gary,GB,True,12,0,744,1,21,45,48,0,2,1,0,0,0,0,0,0,0,19,18,2,7,0,16,16,,,,,,,,,Rashan,Gary,981.0,979.0,6.0,27.0,19.0,Signed,XFactor,93.0,0.0,0.0,GB,tier_1,40.65860215053763,44.892473118279575,4.032258064516129,33.60215053763441,92.74193548387098,0.0,0.13440860215053765,0.0625,GB,1
1817,MLB,De'Vondre,Campbell,De'Vondre Campbell,GB,True,1,0,725,1,20,39,63,1,2,31,0,0,0,0,0,6,0,19,1,0,0,0,11,11,,,,,,,,,De'Vondre,Campbell,437.0,435.0,9.0,32.0,19.0,Signed,Star,74.0,0.0,0.0,GB,tier_5,1.379310344827586,1.379310344827586,1.379310344827586,9.655172413793103,114.48275862068965,8.275862068965518,4.275862068965517,2.272727272727273,GB,3
1819,LE,Barryn,Sorrell,Barryn Sorrell,CHI,True,0,0,376,0,14,3,8,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,16,1,,,,,,,,,Barryn,Sorrell,719.0,717.0,0.0,23.0,0.0,Signed,Normal,69.0,0.0,0.0,CHI,tier_6,11.96808510638298,14.361702127659576,0.0,7.978723404255319,58.51063829787234,0.0,0.0,0.0,CHI,-3
1821,MLB,Jeffrey,Bassa,Jeffrey Bassa,CHI,True,0,0,340,0,13,19,30,1,2,14,0,0,0,0,0,5,0,0,1,0,0,0,10,10,,,,,,,,,Jeffrey,Bassa,875.0,873.0,0.0,23.0,0.0,Signed,Star,72.0,0.0,0.0,CHI,tier_5,2.941176470588235,2.941176470588235,0.0,17.647058823529413,126.47058823529412,14.705882352941176,4.117647058823529,0.9,CHI,8
