Row,Position,FirstName_x,LastName_x,FullName,TeamPrefixName,STAT_KEEP,DLINEFUMBLERECOVERYYARDS,DSECINTRETURNYARDS,DOWNSPLAYED,DLINEFUMBLERECOVERIES,ASSDEFTACKLES,BIGHITS,DEFTACKLES,DLINEHALFSACK,SEAS_YEAR,CTHALLOWED,DSECINTLONGESTRETURN,DLINESAFETIES,DSECINTS,DSECINTTDS,GAMERATING,DEFPASSDEFLECTIONS,DLINEBLOCKS,YEARBYYEARTEAMINDEX,DEFTACKLESFORLOSS,DLINEFORCEDFUMBLES,DLINESACKS,DLINEFUMBLETDS,GAMESPLAYED,GAMESSTARTED,FirstName_y,LastName_y,Row Excel,Row Editor,TeamIndex,ContractStatus,OverallRating,SkillPoints,RegressionPoints,TeamName_x,RatingTier,DLSacksAndTFLPer1000Snaps,TotalTurnoversPer1000Snaps,LBSacksTFLPassDeflPer1000Snaps,TacklesPer1000Snaps,CBPassDeflPer1000Snaps,CBCatchAllowPer100Snaps,SafetiesCatchAllowMinusPDPerGame,TeamName_y,SkillPointDef
3128,FS,Cam'Ron,Kelly,Cam'Ron Kelly,NO,True,9,24,1159,1,38,33,46,1,6,15,22,0,2,0,0,13,0,26,1,1,0,1,15,15,Cam'Ron,Kelly,2225.0,2223.0,26.0,Signed,85.0,5.0,0.0,NO,tier_2,0.8628127696289906,4.3140638481449525,12.079378774805868,72.4762726488352,11.216566005176878,1.2942191544434858,0.13333333333333333,NO,4
3167,MLB,Mac,Uihlein,Mac Uihlein,IND,True,0,0,350,0,6,3,9,0,6,5,0,0,0,0,0,1,0,9,0,0,0,0,15,4,Mac,Uihlein,227.0,225.0,9.0,Signed,62.0,0.0,1.0,IND,tier_6,0.0,0.0,2.857142857142857,42.857142857142854,2.857142857142857,1.4285714285714286,0.26666666666666666,IND,-3
3169,LOLB,Jaheim,Thomas,Jaheim Thomas,IND,True,0,31,748,0,25,33,45,1,6,13,31,0,1,0,0,4,0,9,0,0,1,0,12,3,Jaheim,Thomas,1633.0,1631.0,9.0,Signed,68.0,5.0,0.0,IND,tier_6,1.3368983957219251,1.3368983957219251,6.684491978609626,93.58288770053476,5.347593582887701,1.7379679144385027,0.75,IND,4
3178,RE,Myles,Garrett,Myles Garrett,CLE,True,56,0,1018,2,21,47,48,1,6,1,0,0,0,0,0,1,0,4,12,2,12,1,15,15,Myles,Garrett,910.0,908.0,4.0,Signed,91.0,2.0,0.0,CLE,tier_1,23.575638506876228,4.911591355599214,24.55795677799607,67.77996070726915,0.9823182711198427,0.09823182711198428,0.0,CLE,-2
3218,CB,Carlton,Davis III,Carlton Davis III,IND,True,0,26,694,0,14,27,35,1,6,11,26,0,1,0,0,7,0,9,0,0,0,0,13,3,Carlton,Davis III,596.0,594.0,9.0,Signed,77.0,0.0,1.0,IND,tier_4,0.0,1.440922190201729,10.086455331412104,70.60518731988473,10.086455331412104,1.585014409221902,0.3076923076923077,IND,0
3244,ROLB,Azeez,Ojulari,Azeez Ojulari,IND,True,28,0,983,1,18,55,53,0,6,10,0,0,0,0,0,1,0,9,9,2,8,0,15,15,Azeez,Ojulari,1984.0,1982.0,9.0,Signed,90.0,0.0,1.0,IND,tier_1,17.293997965412007,3.051881993896236,18.311291963377418,72.22787385554426,1.0172939979654119,1.017293997965412,0.6,IND,-2
3360,CB,Isaiah,Oliver,Isaiah Oliver,IND,True,0,86,1183,0,25,38,57,0,6,17,38,0,3,0,0,11,0,9,0,0,0,0,15,13,Isaiah,Oliver,1996.0,1994.0,9.0,Signed,78.0,0.0,0.0,IND,tier_4,0.0,2.53592561284869,9.29839391377853,69.31530008453085,9.29839391377853,1.4370245139475908,0.4,IND,-2
3373,SS,DeMarcco,Hellams,DeMarcco Hellams,IND,True,0,57,1053,0,33,38,50,0,6,18,21,0,4,1,0,4,0,9,0,0,0,0,15,15,DeMarcco,Hellams,3234.0,3232.0,9.0,Signed,78.0,3.0,0.0,IND,tier_4,0.0,4.748338081671415,3.7986704653371324,78.8224121557455,3.7986704653371324,1.7094017094017095,0.9333333333333333,IND,0
3379,RE,Dayo,Odeyingbo,Dayo Odeyingbo,IND,True,41,0,971,1,27,42,44,1,6,2,0,0,0,0,0,0,0,9,8,4,4,0,15,15,Dayo,Odeyingbo,1972.0,1970.0,9.0,Signed,87.0,0.0,1.0,IND,tier_2,12.358393408856848,5.149330587023687,12.358393408856848,73.12049433573635,0.0,0.20597322348094746,0.13333333333333333,IND,-3
3384,MLB,Jaishawn,Barham,Jaishawn Barham,CLE,True,0,0,943,0,32,45,68,1,6,24,0,0,0,0,0,13,0,4,1,0,1,0,15,15,Jaishawn,Barham,1742.0,1740.0,4.0,Signed,74.0,4.0,0.0,CLE,tier_5,2.1208907741251326,0.0,15.906680805938493,106.04453870625663,13.785790031813361,2.545068928950159,0.7333333333333333,CLE,4
3422,FS,Julian,Blackmon,Julian Blackmon,IND,True,4,16,1047,1,39,34,45,0,6,10,16,0,1,0,0,2,0,9,0,1,0,0,15,15,Julian,Blackmon,203.0,201.0,9.0,Signed,78.0,5.0,0.0,IND,tier_4,0.0,2.865329512893983,1.9102196752626552,80.22922636103152,1.9102196752626552,0.9551098376313276,0.5333333333333333,IND,-1
3429,DT,DeForest,Buckner,DeForest Buckner,IND,True,0,0,1003,0,16,44,54,0,6,0,0,1,0,0,0,0,0,9,21,0,7,0,15,15,DeForest,Buckner,344.0,342.0,9.0,Signed,81.0,4.0,0.0,IND,tier_3,27.916251246261215,0.9970089730807576,27.916251246261215,69.79062811565304,0.0,0.0,0.0,IND,1
3449,SS,Andre,Cisco,Andre Cisco,JAX,True,0,69,858,0,22,31,46,1,6,17,22,0,4,1,0,9,0,16,0,0,0,0,15,3,Andre,Cisco,459.0,457.0,16.0,Signed,72.0,4.0,0.0,JAX,tier_5,0.0,5.827505827505828,10.48951048951049,79.25407925407924,10.48951048951049,1.9813519813519813,0.5333333333333333,JAX,7
3455,LOLB,K'Lavon,Chaisson,K'Lavon Chaisson,JAX,True,0,0,547,0,10,19,31,1,6,14,0,0,0,0,0,1,0,16,3,0,1,0,15,15,K'Lavon,Chaisson,437.0,435.0,16.0,Signed,71.0,0.0,0.0,JAX,tier_5,7.312614259597806,0.0,9.140767824497258,74.9542961608775,1.8281535648994516,2.5594149908592323,0.8666666666666667,JAX,0
3481,ROLB,Josh,Allen,Josh Allen,JAX,True,0,0,1214,0,27,50,53,0,6,13,0,0,0,0,0,0,0,16,7,0,3,0,15,15,Josh,Allen,47.0,45.0,16.0,Signed,87.0,0.0,6.0,JAX,tier_2,8.237232289950576,0.0,8.237232289950576,65.89785831960461,0.0,1.070840197693575,0.8666666666666667,JAX,-8
3590,MLB,Pete,Werner,Pete Werner,NO,True,0,0,650,0,25,51,69,1,6,41,0,0,0,0,0,4,0,26,4,0,0,0,11,11,Pete,Werner,2793.0,2791.0,26.0,Signed,81.0,0.0,1.0,NO,tier_3,6.153846153846154,0.0,12.307692307692308,144.6153846153846,6.153846153846154,6.3076923076923075,3.3636363636363638,NO,1
3595,ROLB,Jeremiah,Owusu-Koramoah,Jeremiah Owusu-Koramoah,CLE,True,0,2,696,0,21,47,59,0,6,28,2,0,1,0,0,3,0,4,0,0,2,0,11,11,Jeremiah,Owusu-Koramoah,2026.0,2024.0,4.0,Signed,85.0,0.0,5.0,CLE,tier_2,2.8735632183908044,1.4367816091954022,7.183908045977011,114.94252873563218,4.310344827586206,4.022988505747127,2.272727272727273,CLE,-4
3624,CB,Jeremiah,Collins,Jeremiah Collins,PHI,True,37,39,850,1,39,0,61,0,6,0,25,0,3,1,0,13,0,12,2,2,2,1,15,15,Jeremiah,Collins,3004.0,3002.0,12.0,Signed,74.0,9.0,0.0,PHI,tier_5,4.705882352941176,9.411764705882351,20.0,117.6470588235294,15.294117647058824,0.0,-0.8666666666666667,PHI,9
3712,CB,Amani,Oruwariye,Amani Oruwariye,ATL,True,0,0,967,0,28,39,56,0,6,35,0,0,0,0,0,11,0,13,1,0,1,0,15,6,Amani,Oruwariye,2016.0,2014.0,13.0,Signed,74.0,0.0,2.0,ATL,tier_5,2.0682523267838677,0.0,13.44364012409514,86.86659772492244,11.375387797311271,3.6194415718717683,1.6,ATL,-3
3713,LOLB,Cole,Holcomb,Cole Holcomb,ATL,True,0,0,593,0,22,41,60,1,6,20,0,0,0,0,0,3,0,13,1,0,2,0,11,11,Cole,Holcomb,1195.0,1193.0,13.0,Signed,71.0,6.0,0.0,ATL,tier_5,5.059021922428331,0.0,10.118043844856661,138.27993254637437,5.059021922428331,3.372681281618887,1.5454545454545454,ATL,5
3714,MLB,Jahad,Woods,Jahad Woods,ATL,True,0,0,345,0,3,2,2,0,6,0,0,0,0,0,0,0,0,13,0,0,0,0,15,4,Jahad,Woods,3438.0,3436.0,13.0,Signed,70.0,0.0,7.0,ATL,tier_5,0.0,0.0,0.0,14.492753623188406,0.0,0.0,0.0,ATL,-7
3715,LOLB,Wynden,Ho'ohuli,Wynden Ho'ohuli,ATL,True,0,0,409,0,7,3,6,0,6,4,0,0,0,0,0,2,0,13,0,0,0,0,15,5,Wynden,Ho'ohuli,427.0,425.0,13.0,Signed,64.0,0.0,1.0,ATL,tier_6,0.0,0.0,4.88997555012225,31.78484107579462,4.88997555012225,0.9779951100244498,0.13333333333333333,ATL,0
4032,ROLB,Raylen,Wilson,Raylen Wilson,ATL,True,6,0,1019,1,25,28,42,1,6,7,0,0,0,0,0,0,0,13,9,1,4,1,15,15,Raylen,Wilson,23.0,21.0,13.0,Signed,81.0,0.0,1.0,ATL,tier_3,12.757605495583906,2.944062806673209,12.757605495583906,65.75073601570166,0.0,0.6869479882237487,0.4666666666666667,ATL,-4
4034,FS,Kyle,Hamilton,Kyle Hamilton,ATL,True,3,69,1056,1,30,44,49,0,6,18,28,0,3,0,0,9,0,13,0,1,1,0,15,15,Kyle,Hamilton,3307.0,3305.0,13.0,Signed,99.0,2.0,0.0,ATL,tier_0,0.946969696969697,4.734848484848485,9.46969696969697,74.81060606060606,8.522727272727272,1.7045454545454544,0.6,ATL,-1
4038,MLB,Gabe,Powers,Gabe Powers,ATL,True,0,0,1008,0,35,68,81,0,6,38,0,0,0,0,0,4,0,13,0,0,0,0,15,15,Gabe,Powers,177.0,175.0,13.0,Signed,82.0,0.0,3.0,ATL,tier_3,0.0,0.0,3.968253968253968,115.07936507936508,3.968253968253968,3.7698412698412698,2.2666666666666666,ATL,-6
4039,CB,Eric,Stokes,Eric Stokes,ATL,True,0,4,983,0,28,28,40,0,6,23,4,0,1,0,0,10,0,13,0,0,0,0,15,15,Eric,Stokes,2516.0,2514.0,13.0,Signed,76.0,0.0,2.0,ATL,tier_4,0.0,1.0172939979654119,10.172939979654121,69.17599186164803,10.172939979654121,2.3397761953204474,0.8666666666666667,ATL,0
4040,RE,Clelin,Ferrell,Clelin Ferrell,ATL,True,14,0,827,2,18,22,38,1,6,0,0,0,0,0,0,1,0,13,10,2,8,1,15,15,Clelin,Ferrell,809.0,807.0,13.0,Signed,75.0,3.0,0.0,ATL,tier_4,21.76541717049577,6.045949214026602,22.974607013301085,67.71463119709794,1.2091898428053203,0.0,-0.06666666666666667,ATL,4
4041,MLB,Monty,Rice,Monty Rice,ATL,True,0,0,349,0,14,15,25,0,6,7,0,0,0,0,0,0,0,13,0,0,2,0,15,4,Monty,Rice,2211.0,2209.0,13.0,Signed,69.0,0.0,0.0,ATL,tier_6,5.730659025787966,0.0,5.730659025787966,111.74785100286533,0.0,2.005730659025788,0.4666666666666667,ATL,2
4043,CB,Salim,Turner-Muhammad,Salim Turner-Muhammad,ATL,True,0,137,763,0,13,34,39,0,6,18,28,0,6,1,0,9,0,13,0,0,0,0,12,12,Salim,Turner-Muhammad,1792.0,1790.0,13.0,Signed,88.0,4.0,0.0,ATL,tier_2,0.0,9.174311926605505,11.795543905635649,68.15203145478375,11.795543905635649,2.3591087811271296,0.75,ATL,4
4044,SS,K'Von,Wallace,K'Von Wallace,ATL,True,0,0,920,0,27,30,39,0,6,23,0,0,0,0,0,8,0,13,0,0,0,0,15,15,K'Von,Wallace,2735.0,2733.0,13.0,Signed,71.0,0.0,0.0,ATL,tier_5,0.0,0.0,8.695652173913043,71.73913043478261,8.695652173913043,2.5,1.0,ATL,-1
4045,DT,Ed,Oliver,Ed Oliver,ATL,True,0,0,905,0,23,35,41,1,6,1,0,0,0,0,0,1,1,13,9,1,7,0,15,15,Ed,Oliver,1995.0,1993.0,13.0,Signed,90.0,0.0,2.0,ATL,tier_1,17.679558011049725,2.2099447513812156,18.784530386740332,70.7182320441989,1.1049723756906078,0.11049723756906078,0.0,ATL,-4
4046,LE,Tyson,Ford,Tyson Ford,HOU,True,22,0,784,2,22,19,25,1,6,0,0,0,0,0,0,0,0,31,8,2,1,0,13,13,Tyson,Ford,1285.0,1283.0,31.0,Signed,77.0,0.0,0.0,HOU,tier_4,11.479591836734695,5.1020408163265305,11.479591836734695,59.94897959183673,0.0,0.0,0.0,HOU,-2
4047,CB,Isaac,Taylor-Stuart,Isaac Taylor-Stuart,HOU,True,0,52,783,0,20,29,37,0,6,10,30,0,3,0,0,3,0,31,0,0,0,0,12,10,Isaac,Taylor-Stuart,3359.0,3357.0,31.0,Signed,81.0,0.0,1.0,HOU,tier_3,0.0,3.8314176245210727,3.8314176245210727,72.79693486590038,3.8314176245210727,1.277139208173691,0.5833333333333334,HOU,-1
4050,CB,Denzel,Burke,Denzel Burke,HOU,True,0,113,976,0,24,38,50,1,6,29,36,0,5,1,0,8,0,31,0,0,0,0,15,15,Denzel,Burke,524.0,522.0,31.0,Signed,85.0,2.0,0.0,HOU,tier_2,0.0,6.147540983606557,8.196721311475411,75.81967213114754,8.196721311475411,2.971311475409836,1.4,HOU,1
4053,ROLB,Desmond,Evans,Desmond Evans,HOU,True,70,41,1042,2,25,46,60,0,6,9,26,0,3,0,0,2,1,31,9,2,5,2,15,15,Desmond,Evans,3301.0,3299.0,31.0,Signed,77.0,8.0,0.0,HOU,tier_4,13.435700575815739,9.596928982725528,15.355086372360844,81.57389635316699,1.9193857965451055,0.8637236084452975,0.4666666666666667,HOU,5
4092,CB,Josh,Jobe,Josh Jobe,CLE,True,13,33,1024,1,24,40,56,1,6,19,33,0,1,0,0,12,0,4,0,2,0,0,15,4,Josh,Jobe,3362.0,3360.0,4.0,Signed,76.0,3.0,0.0,CLE,tier_4,0.0,3.90625,11.71875,78.125,11.71875,1.85546875,0.4666666666666667,CLE,1
4124,CB,Martin,Emerson,Martin Emerson,HOU,True,0,39,560,0,11,16,22,0,6,10,39,0,1,0,0,0,1,31,0,0,0,0,15,3,Martin,Emerson,3351.0,3349.0,31.0,Signed,75.0,0.0,2.0,HOU,tier_4,0.0,3.571428571428571,0.0,58.92857142857143,0.0,1.7857142857142856,0.6666666666666666,HOU,-3
4125,LOLB,Tanner,Salisbury,Tanner Salisbury,LAR,True,0,0,493,0,15,5,9,0,6,4,0,0,0,0,0,1,1,23,1,0,0,0,15,3,Tanner,Salisbury,750.0,748.0,23.0,Signed,68.0,0.0,0.0,LAR,tier_6,2.028397565922921,2.028397565922921,4.056795131845842,48.6815415821501,2.028397565922921,0.8113590263691683,0.2,LAR,2
4126,SS,C.J.,Gardner-Johnson,C.J. Gardner-Johnson,KC,True,36,5,1080,1,25,42,51,1,6,22,5,0,1,0,0,7,0,8,2,1,0,0,15,15,C.J.,Gardner-Johnson,905.0,903.0,8.0,Signed,91.0,0.0,1.0,KC,tier_1,1.8518518518518519,2.7777777777777777,8.333333333333334,70.37037037037038,6.481481481481481,2.037037037037037,1.0,KC,-2
4128,MLB,Tackett,Curtis,Tackett Curtis,LAR,True,34,21,968,1,32,53,83,1,6,32,13,0,2,0,0,4,0,23,1,2,1,0,15,15,Tackett,Curtis,1942.0,1940.0,23.0,Signed,76.0,5.0,0.0,LAR,tier_4,2.066115702479339,5.1652892561983474,6.198347107438017,118.80165289256199,4.132231404958678,3.3057851239669422,1.8666666666666667,LAR,4
4129,MLB,Khaleke,Hudson,Khaleke Hudson,LAR,True,0,0,423,0,7,8,11,0,6,4,0,0,0,0,0,0,0,23,0,0,0,0,15,3,Khaleke,Hudson,1236.0,1234.0,23.0,Signed,70.0,0.0,7.0,LAR,tier_5,0.0,0.0,0.0,42.5531914893617,0.0,0.9456264775413712,0.26666666666666666,LAR,-7
4132,DT,Joshua,White,Joshua White,KC,True,0,0,955,0,21,22,39,1,6,0,0,0,0,0,0,0,0,8,13,0,0,0,15,15,Joshua,White,1399.0,1397.0,8.0,Signed,74.0,0.0,1.0,KC,tier_5,13.612565445026178,0.0,13.612565445026178,62.82722513089005,0.0,0.0,0.0,KC,-2
4133,ROLB,Trenton,Simpson,Trenton Simpson,LAR,True,3,0,1081,1,31,69,80,1,6,36,0,0,0,0,0,8,0,23,1,1,1,0,15,15,Trenton,Simpson,2972.0,2970.0,23.0,Signed,92.0,0.0,5.0,LAR,tier_1,1.8501387604070305,1.8501387604070305,9.250693802035153,102.6827012025902,7.400555041628122,3.330249768732655,1.8666666666666667,LAR,-7
4137,RE,Marcus,Davenport,Marcus Davenport,LAR,True,0,0,835,0,28,32,36,0,6,0,0,1,0,0,0,0,0,23,10,0,4,0,13,13,Marcus,Davenport,590.0,588.0,23.0,Signed,81.0,0.0,3.0,LAR,tier_3,16.766467065868262,1.1976047904191616,16.766467065868262,76.64670658682634,0.0,0.0,0.0,LAR,-5
4138,CB,Greg,Newsome II,Greg Newsome II,LAR,True,0,2,970,0,19,51,61,0,6,36,2,0,1,0,0,11,0,23,0,0,0,0,15,15,Greg,Newsome II,1934.0,1932.0,23.0,Signed,84.0,0.0,4.0,LAR,tier_3,0.0,1.0309278350515465,11.340206185567009,82.47422680412372,11.340206185567009,3.711340206185567,1.6666666666666667,LAR,-2
4139,LE,Blayne,Toll,Blayne Toll,LAR,True,0,0,582,0,9,20,29,0,6,0,0,0,0,0,0,0,0,23,9,0,3,0,15,3,Blayne,Toll,1116.0,1114.0,23.0,Signed,67.0,2.0,0.0,LAR,tier_6,20.61855670103093,0.0,20.61855670103093,65.29209621993128,0.0,0.0,0.0,LAR,1
4140,RE,Justin,Madubuike,Justin Madubuike,BAL,True,32,0,1007,2,15,30,44,0,6,0,0,0,0,0,0,0,1,24,10,2,8,1,15,15,Justin,Madubuike,1672.0,1670.0,24.0,Signed,78.0,3.0,0.0,BAL,tier_4,17.874875868917577,5.958291956305859,17.874875868917577,58.58987090367428,0.0,0.0,0.0,BAL,0
4143,ROLB,Isaiah,Shirley,Isaiah Shirley,DEN,True,0,0,366,0,6,9,14,1,6,4,0,0,0,0,0,0,0,3,0,0,0,0,15,7,Isaiah,Shirley,3016.0,3014.0,3.0,Signed,64.0,0.0,1.0,DEN,tier_6,0.0,0.0,0.0,54.6448087431694,0.0,1.092896174863388,0.26666666666666666,DEN,-1
4144,FS,Sherrod,Covil,Sherrod Covil,DEN,True,0,43,628,0,12,13,18,0,6,7,25,0,4,0,0,4,0,3,0,0,0,0,15,7,Sherrod,Covil,1750.0,1748.0,3.0,Signed,69.0,3.0,0.0,DEN,tier_6,0.0,6.369426751592357,6.369426751592357,47.77070063694268,6.369426751592357,1.1146496815286624,0.2,DEN,3
4145,LOLB,Shawn,Murphy,Shawn Murphy,KC,True,0,0,672,0,15,11,18,1,6,4,0,0,0,0,0,1,0,8,2,0,1,0,11,10,Shawn,Murphy,384.0,382.0,8.0,Signed,70.0,0.0,0.0,KC,tier_5,4.464285714285714,0.0,5.952380952380952,49.107142857142854,1.488095238095238,0.5952380952380952,0.2727272727272727,KC,-3
4146,CB,Mike,Hughes,Mike Hughes,DEN,True,0,134,1075,0,22,55,80,0,6,39,34,0,7,0,0,15,0,3,1,0,0,0,15,15,Mike,Hughes,1244.0,1242.0,3.0,Signed,74.0,5.0,0.0,DEN,tier_5,0.930232558139535,6.511627906976744,14.88372093023256,94.88372093023256,13.953488372093023,3.627906976744186,1.6,DEN,3
4147,FS,Minkah,Fitzpatrick,Minkah Fitzpatrick,DEN,True,0,23,855,0,26,22,32,1,6,6,23,0,1,0,0,4,0,3,0,0,0,0,12,12,Minkah,Fitzpatrick,824.0,822.0,3.0,Signed,87.0,0.0,1.0,DEN,tier_2,0.0,1.1695906432748537,4.678362573099415,67.83625730994152,4.678362573099415,0.7017543859649122,0.16666666666666666,DEN,-2
4148,CB,JaDarian,Rhym,JaDarian Rhym,DEN,True,0,0,499,0,6,5,11,0,6,4,0,0,0,0,0,6,0,3,0,0,0,0,15,4,JaDarian,Rhym,3593.0,3591.0,3.0,Signed,59.0,2.0,0.0,DEN,tier_6,0.0,0.0,12.024048096192384,34.06813627254509,12.024048096192384,0.8016032064128256,-0.13333333333333333,DEN,2
4151,SS,Ronnie,Harrison Jr,Ronnie Harrison Jr,DEN,True,0,27,1146,0,30,31,49,0,6,19,18,0,2,0,0,8,0,3,0,0,0,0,15,15,Ronnie,Harrison Jr,1097.0,1095.0,3.0,Signed,73.0,1.0,0.0,DEN,tier_5,0.0,1.7452006980802792,6.980802792321117,68.93542757417103,6.980802792321117,1.6579406631762654,0.7333333333333333,DEN,-2
4153,DT,Nigel,Tate,Nigel Tate,DEN,True,64,0,826,3,18,26,37,0,6,0,0,0,0,0,0,1,0,3,8,4,5,3,15,4,Nigel,Tate,1099.0,1097.0,3.0,Signed,71.0,7.0,0.0,DEN,tier_5,15.738498789346249,12.106537530266344,16.949152542372882,66.5859564164649,1.2106537530266344,0.0,-0.06666666666666667,DEN,6
4154,MLB,Mason,Tufaga,Mason Tufaga,DEN,True,9,0,923,1,25,41,65,0,6,19,0,0,0,0,0,8,1,3,1,1,2,0,15,4,Mason,Tufaga,1993.0,1991.0,3.0,Signed,70.0,4.0,0.0,DEN,tier_5,3.2502708559046587,3.2502708559046587,11.91765980498375,97.50812567713976,8.66738894907909,2.058504875406284,0.7333333333333333,DEN,4
4155,ROLB,Jack,Dingle,Jack Dingle,DEN,True,0,0,446,0,5,5,10,1,6,7,0,0,0,0,0,1,0,3,2,0,0,0,15,7,Jack,Dingle,262.0,260.0,3.0,Signed,63.0,0.0,0.0,DEN,tier_6,4.484304932735426,0.0,6.72645739910314,33.63228699551569,2.242152466367713,1.5695067264573992,0.4,DEN,0
4156,RE,Josh,Sweat,Josh Sweat,DEN,True,0,0,527,0,8,9,14,1,6,3,0,0,0,0,0,1,0,3,4,0,3,0,15,4,Josh,Sweat,2543.0,2541.0,3.0,Signed,73.0,0.0,2.0,DEN,tier_5,13.282732447817837,0.0,15.180265654648956,41.745730550284634,1.8975332068311195,0.5692599620493358,0.13333333333333333,DEN,-2
4158,MLB,Ralen,Goforth,Ralen Goforth,DEN,True,0,25,1091,0,38,62,75,1,6,29,16,0,3,0,0,12,0,3,1,0,2,0,15,15,Ralen,Goforth,3170.0,3168.0,3.0,Signed,87.0,2.0,0.0,DEN,tier_2,2.749770852428964,2.749770852428964,13.748854262144821,103.57470210815765,10.999083409715857,2.6581118240146653,1.1333333333333333,DEN,0
4159,LOLB,Nana,Mensah-Osafo,Nana Mensah-Osafo,DEN,True,0,0,407,0,12,20,31,1,6,27,0,0,0,0,0,1,0,3,1,0,0,0,15,15,Nana,Mensah-Osafo,3255.0,3253.0,3.0,Signed,73.0,0.0,2.0,DEN,tier_5,2.457002457002457,0.0,4.914004914004914,105.65110565110565,2.457002457002457,6.6339066339066335,1.7333333333333334,DEN,0
4160,CB,Greedy,Williams,Greedy Williams,PHI,True,0,69,642,0,16,0,35,0,6,0,33,0,6,0,0,19,0,12,2,0,0,0,12,12,Greedy,Williams,2843.0,2841.0,12.0,Signed,98.0,3.0,0.0,PHI,tier_0,3.115264797507788,9.345794392523365,32.71028037383177,79.43925233644859,29.595015576323988,0.0,-1.5833333333333333,PHI,4
4161,DT,Jalen,Carter,Jalen Carter,DEN,True,0,0,944,0,22,37,38,0,6,1,0,0,0,0,0,0,0,3,12,1,4,0,15,15,Jalen,Carter,3275.0,3273.0,3.0,Signed,88.0,0.0,2.0,DEN,tier_2,16.949152542372882,1.0593220338983051,16.949152542372882,63.559322033898304,0.0,0.1059322033898305,0.06666666666666667,DEN,-6
4162,CB,Darnay,Holmes,Darnay Holmes,KC,True,0,35,967,0,26,42,60,0,6,24,14,0,3,0,0,9,0,8,2,0,0,0,15,15,Darnay,Holmes,1205.0,1203.0,8.0,Signed,81.0,0.0,1.0,KC,tier_3,2.0682523267838677,3.102378490175801,11.375387797311271,88.9348500517063,9.307135470527404,2.481902792140641,1.0,KC,-1
4163,LE,Xavier,Thomas,Xavier Thomas,DEN,True,12,0,905,1,23,39,40,0,6,0,0,1,0,0,0,1,1,3,13,1,14,0,15,15,Xavier,Thomas,3364.0,3362.0,3.0,Signed,91.0,1.0,0.0,DEN,tier_1,29.834254143646408,4.419889502762431,30.93922651933702,69.61325966850829,1.1049723756906078,0.0,-0.06666666666666667,DEN,1
4164,CB,Patrick,Surtain II,Patrick Surtain II,DEN,True,0,0,1021,0,28,46,51,1,6,28,0,0,0,0,0,14,0,3,0,0,1,0,15,15,Patrick,Surtain II,2536.0,2534.0,3.0,Signed,95.0,0.0,5.0,DEN,tier_0,0.9794319294809011,0.0,14.691478942213516,77.37512242899118,13.712047012732615,2.742409402546523,0.9333333333333333,DEN,-3
4165,SS,Tylen,Singleton,Tylen Singleton,LAC,True,12,14,980,1,40,38,51,0,6,26,8,0,3,0,0,15,0,7,0,1,0,0,15,14,Tylen,Singleton,520.0,518.0,7.0,Signed,71.0,8.0,0.0,LAC,tier_5,0.0,5.1020408163265305,15.306122448979592,92.85714285714286,15.306122448979592,2.6530612244897958,0.7333333333333333,LAC,15
4167,MLB,J.D.,Bertland,J.D. Bertland,LAC,True,0,28,692,0,20,34,56,1,6,23,20,0,2,0,0,3,0,7,0,0,3,0,11,9,J.D.,Bertland,3257.0,3255.0,7.0,Signed,69.0,4.0,0.0,LAC,tier_6,4.335260115606936,2.890173410404624,8.670520231213873,109.82658959537572,4.335260115606936,3.3236994219653178,1.8181818181818181,LAC,6
4168,CB,Garrett,Williams,Garrett Williams,LAC,True,0,0,1020,0,24,32,48,1,6,29,0,0,0,0,0,9,0,7,0,0,0,0,15,3,Garrett,Williams,2789.0,2787.0,7.0,Signed,76.0,0.0,4.0,LAC,tier_4,0.0,0.0,8.823529411764707,70.58823529411765,8.823529411764707,2.843137254901961,1.3333333333333333,LAC,-4
4172,LOLB,Samuel,M'Pemba,Samuel M'Pemba,LAC,True,0,0,353,0,6,15,20,1,6,16,0,0,0,0,0,1,0,7,0,0,0,0,15,15,Samuel,M'Pemba,2141.0,2139.0,7.0,Signed,73.0,0.0,3.0,LAC,tier_5,0.0,0.0,2.8328611898017,73.65439093484419,2.8328611898017,4.53257790368272,1.0,LAC,-2
4173,MLB,Keanu,Neal,Keanu Neal,LAC,True,0,0,455,0,4,15,21,0,6,7,0,0,0,0,0,1,0,7,1,0,0,0,15,6,Keanu,Neal,1917.0,1915.0,7.0,Signed,58.0,0.0,1.0,LAC,tier_6,2.197802197802198,0.0,4.395604395604396,54.94505494505494,2.197802197802198,1.5384615384615385,0.4,LAC,0
4175,LE,Richie,Hagarty,Richie Hagarty,LAC,True,0,0,311,0,1,3,5,0,6,0,0,0,0,0,0,0,0,7,2,0,0,0,15,4,Richie,Hagarty,2687.0,2685.0,7.0,Signed,66.0,0.0,2.0,LAC,tier_6,6.430868167202572,0.0,6.430868167202572,19.29260450160772,0.0,0.0,0.0,LAC,-2
4177,CB,Joshua,Eaton,Joshua Eaton,LAC,True,0,39,416,0,4,10,14,0,6,8,23,0,2,0,0,3,0,7,0,0,0,0,15,3,Joshua,Eaton,492.0,490.0,7.0,Signed,68.0,0.0,0.0,LAC,tier_6,0.0,4.807692307692308,7.211538461538462,43.26923076923077,7.211538461538462,1.9230769230769231,0.3333333333333333,LAC,2
