Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,RatingTier,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatValue,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,StatTier,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,SkillPoint,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatHigh,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow,StatLow
,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,1.01-1.50,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,1.01,,,,,
,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,1.51-2.00,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.51,,,,,
,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,2.01-20.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,2.01,,,,,
,,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,6-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,6,
,,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,5.50-15.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,5.50,,
,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,5.00-5.49,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,,5.00,,
,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,4.00-4.99,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,4.99,,,,,,,,,,,,,,,,,4.00,,
,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,3.00-3.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,2.00-2.99,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,2.00,,
,,,,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.00-1.99,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,-20>0,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-20,,,,,
,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.01-0.50,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,0.01,,,,,
,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,0.51-1.00,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,0.51,,,,,
,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1.01-1.50,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,1.01,,,,,
,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,1.51-2.00,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.51,,,,,
,,,,,,,,,,,FS,,,,,,,,,,,,,,,,,tier_6,,,,,,,,,,,,,,,,,2.01-20.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,2.01,,,,,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,6-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,6,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,6.00-15.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,6.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,5.50-5.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,5.99,,,,,,,,,,,,,,,,,5.50,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.00-5.49,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,,4.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.00-3.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.00-2.99,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-6.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,2.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.00-1.99,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,-20>0,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-20,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.01-0.50,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,0.01,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,0.51-1.00,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,0.51,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.01-1.50,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,1.01,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,1.51-2.00,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.51,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.01-20.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,2.01,,,,,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,6-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,6,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,6.00-15.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,6.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,5.50-5.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5.99,,,,,,,,,,,,,,,,,5.50,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,4.00-5.49,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,,4.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3.00-3.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.00-2.99,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,2.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.00-1.99,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-7.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,-20>0,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-20,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.01-0.50,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,0.01,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,0.51-1.00,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,0.51,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.01-1.50,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,1.01,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.51-2.00,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.51,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.01-20.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,2.01,,,,,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,6-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,6,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,6.00-15.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,6.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,5.50-5.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,5.99,,,,,,,,,,,,,,,,,5.50,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,4.00-5.49,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,,4.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,3.00-3.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2.00-2.99,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,2.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.00-1.99,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-5.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,-20>0,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-20,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.01-0.50,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,0.01,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.51-1.00,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,0.51,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.01-1.50,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,1.01,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.51-2.00,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.51,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2.01-20.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-3.0,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,2.01,,,,,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,6-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,6,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,4-5,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,4,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,3,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,0,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,6.00-15.00,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,15.00,,,,,,,,,,,,,,,,,6.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,5.50-5.99,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,5.99,,,,,,,,,,,,,,,,,5.50,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,4.00-5.49,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,5.49,,,,,,,,,,,,,,,,,4.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,3.00-3.99,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,3.99,,,,,,,,,,,,,,,,,3.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.00-2.99,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,2.99,,,,,,,,,,,,,,,,,2.00,,
,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.00-1.99,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-4.0,,,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,0.00,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,-20>0,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,-20,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.01-0.50,,,,,,,,,,,,,,,,,tier_1,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,0.50,,,,,,,,,,,,,,,,,0.01,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.51-1.00,,,,,,,,,,,,,,,,,tier_2,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.00,,,,,,,,,,,,,,,,,0.51,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.01-1.50,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.50,,,,,,,,,,,,,,,,,1.01,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,1.51-2.00,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,,2.00,,,,,,,,,,,,,,,,,1.51,,,,,
,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_3,,,,,,,,,,,,,,,,,2.01-20.00,,,,,,,,,,,,,,,,,tier_5,,,,,,,,,,,,,,,,,-2.0,,,,,,,,,,,,,,,,,20.00,,,,,,,,,,,,,,,,,2.01,,,,,
,,,,,,,,,,,,,,,SS,,,,,,,,,,,,,,,,,tier_4,,,,,,,,,,,,,,,,,6-20,,,,,,,,,,,,,,,,,tier_0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,6,
