FullName,Position,TeamName,RatingTier,StatCheck,value,StatTier,StatHigh,StatLow
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Mohamed Ibrahim,HB,NO,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Antonio Nunn,WR,DET,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_0,0,0
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_1,1,1
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_2,2,2
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_3,3,3
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_4,4,4
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Chris Autman-Bell,WR,CHI,tier_6,RUSHFUMBLES,0.0,tier_5,25,5
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_4,4,4
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Elijah Moore,WR,NYJ,tier_3,RUSHFUMBLES,0.0,tier_5,25,5
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_0,0,0
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_1,1,1
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_2,2,2
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_3,3,3
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_4,4,4
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
Deebo Samuel,WR,SF,tier_2,RUSHFUMBLES,0.0,tier_5,25,5
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_0,0,0
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_1,1,1
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_2,2,2
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_3,3,3
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_4,4,4
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
Jarvis Landry,WR,CLE,tier_4,RUSHFUMBLES,0.0,tier_5,25,5
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_0,0,0
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_1,1,1
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_2,2,2
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_3,3,3
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_4,4,4
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
George Pickens,WR,PIT,tier_5,RUSHFUMBLES,0.0,tier_5,25,5
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_0,0,0
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_1,1,1
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_2,2,2
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
Tyler Boyd,WR,CIN,tier_3,RUSHFUMBLES,0.0,tier_3,3,3
